name;type;state;city;period_from;period_to;grant;id;applicant;use_case;additional_topics;description;dim_1;dim_2;dim_3;dim_4;dim_5;dim_6;dim_7;dim_8
LM1: Eine gemeinsame Kommunikations- und Informationsplattform für den ÖGD im Land Bremen;Ländermaßnahme (LM);Bremen;Bremen;01.08.2023;31.07.2025;439.153,00;HB-P512LM20309;Die Senatorin für Gesundheit, Frauen und Verbraucherschutz der Freien Hansestadt Bremen;Berichterstattung & Monitoring;;Das Land Bremen möchte über eine zentrale Informations- und Kommunikations- (IuK) Plattform ein zentrales Angebot für alle Einrichtungen des ÖGD Bremen anbieten, bei dem gleichermaßen nutzbare digitale Dienste und relevante Informationen für die Einrichtungen des ÖGD Bremen bereitgestellt werden. Das Angebot soll die Optimierung der Meldeprozesse, die Informations- und Dokumentationsbereitstellung und den Informationsabruf, im Sinne eines top to bottom Verlaufs, wie auch bottom to top Prinzips über alle Ebenen des ÖGD Bremens ermöglichen. Die Anbindung/Integration an eine Data-Warehouse Lösung und verschiedenen Fachanwendungen soll ebenfalls berücksichtigt werden. Die Umsetzung des Projektes wird die Kommunikation, die Arbeitsabläufe, die Datenübernahme und Datenbereitstellung innerhalb und insbesondere zwischen den Einrichtungen des ÖGD Bremens grundlegend verbessern und damit ein Stützpfeiler für den ÖGD, insbesondere für den Infektionsschutz sowie die kommunale Gesundheitsberichterstattung darstellen.;false;false;true;false;false;false;true;false
Digitalisierung von Verwaltungsprozessen in pandemischen/epidemischen Lagen in Sachsen-Anhalt;Ländermaßnahme (LM);Sachsen-Anhalt;Magdeburg;01.08.2023;30.09.2024;385.000,00;ST-P512LM20310;Ministerium für Arbeit, Soziales, Gesundheit und Gleichstellungdes Landes Sachsen-Anhalt;Berichterstattung & Monitoring;;Ziel des Antrages ist die Aufnahme des Landesamtes für Verbraucherschutz in Sachsen-Anhalt (LAV) in das Konsortium des Projektes „Digitalisierung von Verwaltungsprozessen in pandemischen/epidemischen Lagen in Sachsen-Anhalt“ (ST-P512LM10015). Dabei bleibt die ursprüngliche Zielsetzung bestehen, welche im Mittelpunkt die Digitalisierung interner und externer Verwaltungsprozesse hinsichtlich pandemischer und epidemiologischer Fragestellungen bzw. aktueller Herausforderungen in der Kurz-, Mittel- und Langfristperspektive sieht.  ;false;false;true;false;false;false;false;false
SORMAS in Bayern ab 2023 - Phase II: Pandemievorsorge;Ländermaßnahme (LM);Bayern;Erlangen;01.08.2023;31.07.2025;2.738.000,00;BY-P512LM20312;Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit;Berichterstattung & Monitoring;Sormas, DEMIS;Ziel des Projektes „SORMAS in Bayern ab 2023 – Phase II: Pandemievorsorge“ ist es zunächst, den gesamten Meldeweg im Rahmen diverser Infektionskrankheiten zu be-leuchten, darauf aufbauend einen möglichst standardisierten Prozess zur Kontaktpersonennachverfolgung zu identifizieren und diesen dann in SORMAS zu implementieren. Somit kann bei einer erneut auftretenden pandemischen Lage dieser Prozess innerhalb kürzester Zeit an die Gegebenheiten angepasst und verwendet werden. In welchem Umfang SORMAS bis zur einer erneuten pandemischen Lage eingesetzt wird, wird im Rahmen der Prozesserhebung eruiert.;false;false;true;false;false;false;true;false
Weiterentwicklung der elektronischen modularen Krankenhausüberwachung in Nordrhein-Westfalen;Ländermaßnahme (LM);Nordrhein-Westfalen;Düsseldorf;01.08.2023;31.07.2025;230.000,00;NW-P512LM20313;Ministerium für Arbeit,Gesundheit und Sozialesdes Landes Nordrhein-Westfalen;Berichterstattung & Monitoring;ISGA;Ziel des hier beantragten Projektes ist es, das bereits bestehende webbasierte Online-Tool „elektronische modulare Krankenhausüberwachung in NRW“ weiterzuentwickeln und für den digitalen Gebrauch, insbesondere im Außendienst, zu optimieren. Aufgrund der etablierten Zuständigkeiten wird das LZG.NRW als Einrichtung des Landes und nachgeordneter Bereich des MAGS NRW mit der Durchführung des Projektes betraut. Dabei erfolgt eine enge Abstimmung und Zusammenarbeit mit dem zuständigen Fachreferat des MAGS NRW im Rahmen der Projektsteuerung.;false;false;false;false;false;false;true;true
Modernisierung und Digitalisierung des Öffentlichen Gesundheitsdienstes im Land Brandenburg II;Ländermaßnahme (LM);Brandenburg;Potsdam;01.08.2023;31.07.2025;2.528.718,00;BB-P512LM20314;Ministerium für Soziales, Gesundheit, Integration und Verbraucherschutz des Landes Brandenburg;Berichterstattung & Monitoring, Gesundheitsberatung;;Der Öffentliche Gesundheitsdienst (ÖGD) des Landes Brandenburg soll nachhaltig so gestärkt werden, dass er wirksam für den gesundheitlichen Schutz der Bevölkerung eintreten kann. Mit der hiesigen Landesmaßnahme plant das Land Brandenburg eine inhaltliche Erweiterung der sich aktuell in Erarbeitung befindlichen Digitalisierungsstrategie. Ziel ist es, die Mitarbeitenden in den kommunalen Gesundheitsämtern verstärkt für die Digitalisierungsbestrebungen in ihrer Behörde zu sensibilisieren und entsprechend zu schulen, als auch die Bürgerinnen und Bürger vermehrt von den sich bietenden digitalen Möglichkeiten profitieren zu lassen.;false;true;false;false;false;true;false;false
Gestaltung effizienter digitaler Prozesse  Phase II: Austausch;Ländermaßnahme (LM);Bayern;Erlangen;01.08.2023;31.07.2025;1.269.118,00;BY-P512LM20316;Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit;Berichterstattung & Monitoring;;"Diese Phase II des Projekts ""Gestaltung effizienter digitaler Prozesse"" erweitert die systematische Prozessdokumentation um Maßnahmen zur nachhaltigen Integration einer prozessorientierten ÖGD-Organisation, einschließlich Mitarbeiterschulungen und der Förderung einer zentral koordinierten Zusammenarbeit. Die gesammelte Prozessmodellierung der Gesundheitsbehörden dient als Grundlage für Empfehlungen zur Entwicklung von zentral bereitgestellten Fachanwendungsmodulen in Zusammenarbeit mit Gesundheitsbehörden und Regierungen, was letztendlich zu transparenter Darstellung und Umsetzung zentral gestalteter und gesteuerter Prozesse führt.";false;true;true;false;false;false;false;true
Dashboard NUDRA;Ländermaßnahme (LM);Berlin;Berlin;01.08.2023;31.07.2025;350.000,00;BE-P512LM20317;Senatsverwaltung für Wissenschaft, Gesundheit, Pflege und Gleichstellung Berlin;Gesundheitsberatung, Berichterstattung & Monitoring;;Bei dem Netzwerk zum Umgang mit Drogen- und Alkoholkonsum im öffentlichen Raum (NUDRA) handelt es sich um ein Projekt der Landessuchtbeauftragten. Ziel des Projektes ist die Entwicklung geeigneter Maßnahmen zur frühzeitigen Erkennung und Verminderung von Konfliktpotentialen im Umgang mit Drogen- und Alkoholkonsum im öffentlichen Raum. Mit dem Förderantrag sollen die hierfür spezifischen fachlichen und technischen Anforderungen für ein Dashboard mit georeferenzierten öffentlichen und internen Daten von Einrichtungen des öffentlichen Gesundheitsdienstes von Berlin erhoben und beschrieben werden.;false;false;false;false;false;true;true;true
Pilotierung Massendigitalisierung von Gesundheitsakten;Ländermaßnahme (LM);Berlin;Berlin;01.08.2023;31.07.2025;564.346,00;BE-P512LM20318;Senatsverwaltung für Wissenschaft, Gesundheit, Pflege und Gleichstellung Berlin;Berichterstattung & Monitoring;;Im Rahmen des Projektes soll eine Pilotierung für die Massendigitalisierung von Gesundheitsakten im Land Berlin erfolgen. Dazu wird ein Konzept zur Erfassung der Daten und Metadaten sowie zur gesicherten Ablage und Aufbewahrung in den betroffenen IT-Fachverfahren erarbeitet und gemeinsam mit dem IT-Dienstleister des Landes Berlin, dem ITDZ Berlin, für 3 ausgewählte Pilotbezirke (Treptow/Köpenick, Friedrichshain/Kreuzberg und Reinickendorf) umgesetzt.;false;true;true;true;false;false;false;false
Digitales Gesundheitsamt 2025 - ÖGD-Behörden des Freistaats Sachsen - Teil 2  Digitale Vernetzung der Einrichtungen und der Akteure des ÖGD;Ländermaßnahme (LM);Sachsen;Dresden;01.08.2023;30.09.2025;2.685.242,00;SN-P512LM20319;Sächsisches Staatsministerium für Soziales und Gesellschaftlichen Zusammenhalt (SMS);Berichterstattung & Monitoring;;"Mit dem 2. Förderantrag will der Freistaat Sachsen den digitalen Reifegrad der ÖGD-Behörden unseres Bundeslandes weiter verbessern und das Fachverfahren innerhalb unseres Bundeslandes weiterentwickeln. Unsere Akteure im ÖGD sind die GÄ, LUA, die LDS und das SMS mit dem Referat 23; Für unsere „Länderkoordinierte Maßnahme“ sind dazu nachfolgende Teilprojekte in Sachsen geplant: 1.Erweiterung der Digitalisierungsstrategie auf weitere Bereiche des ÖGD mit dem Schwerpunkt des Infektionsschutzes 2. Vertiefung der Prozessanalyse, Ableitung von Prozesszusammenhängen und der digitalen Vernetzung der Prozesse 3. Informationssicherheitskonzept,4. Change,5.Schulungen zu digitalen Inhalten, zur Fachsoftware und zur Informationssicherheit";true;true;false;true;true;true;true;true
Einheitliche Software für die hessischen Gesundheitsämter;Ländermaßnahme (LM);Hessen;Wiesbaden;01.08.2023;30.09.2024;443.154,00;HE-P512LM20321;Hessisches Ministerium für Soziales und Integration;Berichterstattung & Monitoring;;parallel zu den Maßnahmen für das Projekt Einheitliche Software wird am neuen Hessischen Landesamt für Gesundheit und Pflege, welches seit 01.01.2023 existiert, ein Projektbüro etabliert, das gemeinsam mit den hessischen Gesundheitsämtern konzertierte Vorgangsbeschreibungen entwickelt. Es wird zudem ein Netzwerk von Beauftragten für Prozessbeschreibungen in den Gesundheitsämtern gebildet und die Kompetenzen der Verantwortlichen hierzu werden gefördert.;true;true;true;false;false;false;true;false
Erweiterung der Aufgaben:  Geschäftsstelle für AOLG UAG Digitalisierung;Ein Land für Alle (ELFA);Berlin;Berlin;01.08.2023;31.07.2025;500.000,00;BE-P512LM20E51;Senatsverwaltung für Wissenschaft, Gesundheit, Pflege und Gleichstellung Berlin;Berichterstattung & Monitoring;;Ziel des Projektes ist die Übernahme der fachlichen Beratung und Begleitung der Projekte zur Umsetzung des Paktes für den ÖGD durch die Geschäftsstelle AOLG UAG Digitalisierung über den Zeitraum des 1. und 2. Förderabrufs. Im Rahmen der fachlichen Beratung und Begleitung der UAG soll die Geschäftsstelle zukünftig auch aktuelle fachliche Themenstellungen, die im Rahmen der Ländermaßnahmen auftreten, bearbeiten. Dazu gehört die Erarbeitung, Abstimmung und Kommunikation von Stellungnahmen, Gutachten und Berichten zu Fachthemen der Digitalisierung, die in den unterschiedlichen Gremien der GMK diskutiert werden und zwischen den Ländern abgestimmt werden müssen.;true;true;true;false;false;false;true;true
Entwicklung und Implementierung eines Chatbots mit Avatar (Chat-GA) – Landkreis Emsland;Modellprojekt (MP);Niedersachsen;Meppen;01.08.2023;30.06.2025;218.000,00;NI-P512MP203011;Landkreis Emsland;Belehrung, Gesundheitsberatung;;;false;true;false;false;false;true;false;false
Entwicklung und Implementierung eines Chatbots mit Avatar (Chat-GA) – Landkreis Grafschaft Bentheim;Modellprojekt (MP);Niedersachsen;Nordhorn;01.08.2023;30.06.2025;218.000,00;NI-P512MP20301K;Landkreis Grafschaft Bentheim;Belehrung, Gesundheitsberatung;;;false;true;false;false;false;true;false;false
Digitale Arbeit und Wissen im Gesundheitsamt;Modellprojekt (MP);Nordrhein-Westfalen;Wuppertal;01.08.2023;31.07.2025;1.302.900,00;NW-P512MP20303;Stadt Wuppertal;Berichterstattung & Monitoring;DEMIS, PICTURE;;false;true;true;false;false;false;false;false
Datengestützte Zusammenarbeit und anwendungsübergreifende Prozessautomatisierung im ÖGD – Landratsamt Freising;Modellprojekt (MP);Bayern;Freising;01.08.2023;31.12.2024;69.500,00;BY-P512MP203041;Landratsamt Freising;Berichterstattung & Monitoring, Belehrung, Gesundheitsberatung, Schuleingangsuntersuchung, Trink- und Badewasserprüfung;Äskulab, enaio/mikado/mikropro, ISGA;;false;false;false;false;false;false;true;false
Datengestützte Zusammenarbeit und anwendungsübergreifende Prozessautomatisierung im ÖGD – Landratsamt Haßberge;Modellprojekt (MP);Bayern;Haßfurt;01.08.2023;31.12.2024;69.500,00;BY-P512MP203042;Landratsamt Haßberge;Berichterstattung & Monitoring, Belehrung, Gesundheitsberatung, Schuleingangsuntersuchung, Trink- und Badewasserprüfung;Äskulab, enaio/mikado/mikropro, ISGA;;false;false;false;false;false;false;true;false
Datengestützte Zusammenarbeit und anwendungsübergreifende Prozessautomatisierung im ÖGD – Landratsamt Dachau;Modellprojekt (MP);Bayern;Dachau;01.08.2023;31.12.2024;69.500,00;BY-P512MP203043;Landratsamt Dachau;Berichterstattung & Monitoring, Belehrung, Gesundheitsberatung, Schuleingangsuntersuchung, Trink- und Badewasserprüfung;Äskulab, enaio/mikado/mikropro, ISGA;;false;false;false;false;false;false;true;false
Datengestützte Zusammenarbeit und anwendungsübergreifende Prozessautomatisierung im ÖGD – Landratsamt Rottal-Inn;Modellprojekt (MP);Bayern;Pfarrkirchen;01.08.2023;31.12.2024;69.500,00;BY-P512MP203044;Landratsamt Rottal-Inn;Berichterstattung & Monitoring, Belehrung, Gesundheitsberatung, Schuleingangsuntersuchung, Trink- und Badewasserprüfung;Äskulab, enaio/mikado/mikropro, ISGA;;false;false;false;false;false;false;true;false
Datengestützte Zusammenarbeit und anwendungsübergreifende Prozessautomatisierung im ÖGD – Landratsamt Fürstenfeldbruck;Modellprojekt (MP);Bayern;Fürstenfeldbruck;01.08.2023;31.12.2024;69.500,00;BY-P512MP203045;Landratsamt Fürstenfeldbruck;Berichterstattung & Monitoring, Belehrung, Gesundheitsberatung, Schuleingangsuntersuchung, Trink- und Badewasserprüfung;Äskulab, enaio/mikado/mikropro, ISGA;;false;false;false;false;false;false;true;false
Datengestützte Zusammenarbeit und anwendungsübergreifende Prozessautomatisierung im ÖGD – Landratsamt Kelheim;Modellprojekt (MP);Bayern;Kehlheim;01.08.2023;31.12.2024;69.500,00;BY-P512MP203047;Landratsamt Kelheim;Berichterstattung & Monitoring, Belehrung, Gesundheitsberatung, Schuleingangsuntersuchung, Trink- und Badewasserprüfung;Äskulab, enaio/mikado/mikropro, ISGA;;false;false;false;false;false;false;true;false
Datengestützte Zusammenarbeit und anwendungsübergreifende Prozessautomatisierung im ÖGD – Landratsamt Garmisch-Partenkirchen;Modellprojekt (MP);Bayern;Garmisch-Partenkirchen;01.08.2023;31.12.2024;69.500,00;BY-P512MP203049;Landratsamt Garmisch-Partenkirchen;Berichterstattung & Monitoring, Belehrung, Gesundheitsberatung, Schuleingangsuntersuchung, Trink- und Badewasserprüfung;Äskulab, enaio/mikado/mikropro, ISGA;;false;false;false;false;false;false;true;false
Datengestützte Zusammenarbeit und anwendungsübergreifende Prozessautomatisierung im ÖGD – Landratsamt Landratsamt Bad Tölz-Wolfratshausen;Modellprojekt (MP);Bayern;Bad Tölz-Wolfratshausen;01.08.2023;31.12.2024;168.000,00;BY-P512MP20304K;Landratsamt Bad Tölz-Wolfratshausen;Berichterstattung & Monitoring, Belehrung, Gesundheitsberatung, Schuleingangsuntersuchung, Trink- und Badewasserprüfung;Äskulab, enaio/mikado/mikropro, ISGA;;false;false;false;false;false;false;true;false
Digitalisierung des Staatlichen Gesundheitsamtes Ostallgäu;Modellprojekt (MP);Bayern;Marktoberdorf;01.08.2023;31.07.2025;539.800,00;BY-P512MP20307;Landratsamt Ostallgäu;Berichterstattung & Monitoring, Trink- und Badewasserprüfung, Impfungen;DEMIS;;true;false;true;false;true;true;false;false
Digitalisierung des Gesundheitsamtes im Landkreis Miesbach;Modellprojekt (MP);Bayern;Miesbach;01.08.2023;31.07.2025;310.000,00;BY-P512MP20309;Landratsamt Miesbach;Berichterstattung & Monitoring, Belehrung, Impfungen;;;true;true;true;false;false;true;false;false
Steigerung und Weiterentwicklung des digitalen Reifegrades des Gesundheitsamtes Hildburghausen;Modellprojekt (MP);Thüringen;Hildburghausen;01.08.2023;31.07.2025;244.950,00;TH-P512MP20310;Landratsamt Hildburghausen;Berichterstattung & Monitoring;Octoware;;false;false;true;false;true;false;false;false
Verbesserung der digitalen Reife des Gesundheitsamtes des Ennepe-Ruhr-Kreises durch umfangreiche Prozessoptimierung;Modellprojekt (MP);Nordrhein-Westfalen;Schwelm;01.08.2023;31.07.2025;788.000,00;NW-P512MP20311;Ennepe-Ruhr-Kreis;Berichterstattung & Monitoring, Belehrung, Impfungen, Schuleingangsuntersuchung;ISGA, PICTURE;;false;true;false;false;false;false;false;false
Digitalisierung des Gesundheitsamts;Modellprojekt (MP);Bayern;Ingolstadt;01.08.2023;31.07.2025;505.700,00;BY-P512MP20312;Stadt Ingolstadt;Berichterstattung & Monitoring, Trink- und Badewasserprüfung, Gesundheitsberatung, Belehrung, Impfungen;DEMIS, Survnet, Octoware;;true;true;false;false;true;false;false;false
Digitalisierung Gesundheitsamt Oberhausen;Modellprojekt (MP);Nordrhein-Westfalen;Oberhausen;01.08.2023;31.07.2025;740.000,00;NW-P512MP20313;Stadt Oberhausen;Berichterstattung & Monitoring;ISGA, RPA;;true;true;false;false;false;false;false;false
Digitales Gesundheitsamt Kreis Heinsberg;Modellprojekt (MP);Nordrhein-Westfalen;Heinsberg;01.08.2023;31.07.2025;618.000,00;NW-P512MP20314;Kreisverwaltung Heinsberg;Berichterstattung & Monitoring;PICTURE;;true;false;true;false;false;false;false;true
Digitalisierung des Gesundheitsamtes in Fürth durch Prozessmanagement und digitale Kommunikation mit Bürgerinnen und Bürgern;Modellprojekt (MP);Bayern;Zirndorf;01.08.2023;31.07.2025;404.190,00;BY-P512MP20315;Landratsamt Fürth;Gesundheitsberatung, Impfungen;DEMIS, RPA;;false;false;true;false;false;true;false;false
Digitalisierung des öffentlichen Gesundheitsdienstes;Modellprojekt (MP);Nordrhein-Westfalen;Unna;01.08.2023;31.07.2025;1.595.499,00;NW-P512MP20317;Kreis Unna;Berichterstattung & Monitoring;PICTURE, enaio/mikado/mikropro;;true;false;true;false;false;false;false;false
Einführung eines Dokumentenmanagementsystems (DMS) im Gesundheitsamt Bottrop;Modellprojekt (MP);Nordrhein-Westfalen;Bottrop;01.08.2023;31.07.2025;401.620,00;NW-P512MP20318;Stadt Bottrop;Berichterstattung & Monitoring, Trink- und Badewasserprüfung;enaio/mikado/mikropro;;false;true;true;false;false;false;false;false
Entwicklung einer Mobile App für Gesundheitsämter mit Fachverfahren Äskulab – Landkreis Northeim;Modellprojekt (MP);Niedersachsen;Northeim;01.08.2023;31.07.2025;616.875,00;NI-P512MP203201;Landkreis Northeim;Berichterstattung & Monitoring, Trink- und Badewasserprüfung;Äskulab;;false;false;false;false;false;false;false;true
Entwicklung einer Mobile App für Gesundheitsämter mit Fachverfahren Äskulab – Region Hannover;Modellprojekt (MP);Niedersachsen;Hannover;01.08.2023;31.07.2025;514.375,00;NI-P512MP20320K;Region Hannover;Berichterstattung & Monitoring, Trink- und Badewasserprüfung;Äskulab;;false;false;false;false;false;false;false;true
Digitaler Aufbruch: Das Gesundheitsamt der Stadt Bielefeld  zukunftsorientiert  bürgerfreundlich  digital;Modellprojekt (MP);Nordrhein-Westfalen;Bielefeld;01.08.2023;31.07.2025;1.933.501,00;NW-P512MP20321;Stadt Bielefeld;Gesundheitsberatung, Berichterstattung & Monitoring;Climedo, PICTURE;;true;false;true;false;false;false;false;false
Bereitstellung von Schulungsinhalten zu den Themenfeldern Datensicherheit, Datenschutz, Geschäftsprozessmanagement;Modellprojekt (MP);Nordrhein-Westfalen;Düsseldorf;01.08.2023;31.07.2025;652.900,00;NW-P512MP20322;Landeshauptstadt Düsseldorf;Berichterstattung & Monitoring;;;false;true;true;false;true;false;false;false
Verbundprojekt Digitales Gesundheitsamt Schwandorf und Neumarkt i.d.OPf. – Landkreis Schwandorf;Modellprojekt (MP);Bayern;Schwandorf;01.08.2023;31.07.2025;457.350,00;BY-P512MP203231;Landkreis Schwandorf;Berichterstattung & Monitoring;;;true;true;false;false;true;false;false;true
Verbundprojekt Digitales Gesundheitsamt Schwandorf und Neumarkt i.d.OPf. – Landratsamt Neumarkt i.d.Opf.;Modellprojekt (MP);Bayern;Neumarkt i.d. Oberpfalz;01.08.2023;31.07.2025;250.000,00;BY-P512MP20323K;Landratsamt Neumarkt i.d.OPf.;Berichterstattung & Monitoring;;;false;true;false;false;false;false;false;false
Pandemie Digital bekämpfen Aachen;Modellprojekt (MP);Nordrhein-Westfalen;Städteregion Aachen;01.08.2023;31.07.2025;830.037,00;NW-P512MP20324;Stadt Aachen;Berichterstattung & Monitoring;ISGA, enaio/mikado/mikropro;;false;true;false;true;false;false;false;true
Steigerung der digitalen Reife im Gesundheitsamt;Modellprojekt (MP);Nordrhein-Westfalen;Gummersbach;01.08.2023;31.07.2025;473.500,00;NW-P512MP20325;Oberbergischer Kreis;Berichterstattung & Monitoring;Survnet, enaio/mikado/mikropro;;false;true;true;false;false;true;false;false
Verbundprojekt Gesundheitsämter Thüringen 2023 – Landratsamt Wartburgkreis;Modellprojekt (MP);Thüringen;Bad Salzungen;01.08.2023;31.07.2025;248.875,00;TH-P512MP203271;Landratsamt Wartburgkreis;Schuleingangsuntersuchung;;;false;false;false;false;false;false;true;false
Verbundprojekt Gesundheitsämter Thüringen 2023 – Landratsamt Nordhausen;Modellprojekt (MP);Thüringen;Nordhausen;01.08.2023;31.07.2025;234.075,00;TH-P512MP203272;Landratsamt Nordhausen;Schuleingangsuntersuchung;;;false;false;false;false;false;false;true;false
Verbundprojekt Gesundheitsämter Thüringen 2023 – Stadt Jena;Modellprojekt (MP);Thüringen;Jena;01.08.2023;31.07.2025;123.075,00;TH-P512MP203273;Stadt Jena;Schuleingangsuntersuchung;;;false;false;false;false;false;false;true;false
Verbundprojekt Gesundheitsämter Thüringen 2023 – Landratsamt Saalfeld-Rudolstadt;Modellprojekt (MP);Thüringen;Saalfeld;01.08.2023;31.07.2025;112.075,00;TH-P512MP203274;Landratsamt Saalfeld-Rudolstadt;Schuleingangsuntersuchung;;;false;false;false;false;false;false;true;false
Verbundprojekt Gesundheitsämter Thüringen 2023 – Landratsamt Greiz;Modellprojekt (MP);Thüringen;Greiz;01.08.2023;31.07.2025;161.575,00;TH-P512MP203275;Landratsamt Greiz;Schuleingangsuntersuchung;;;false;false;false;false;false;false;true;false
Verbundprojekt Gesundheitsämter Thüringen 2023 – Landratsamt Kyffhäuserkreis;Modellprojekt (MP);Thüringen;Sondershausen;01.03.2023;31.07.2025;233.400,00;TH-P512MP20327K;Landratsamt Kyffhäuserkreis;Schuleingangsuntersuchung;;;false;false;false;false;false;false;true;false
Digitale Bibliothek, Sensibilisierung der Mitarbeiter und neue Fachsoftware;Modellprojekt (MP);Mecklenburg-Vorpommern;Greifswald;01.08.2023;31.07.2025;1.040.000,00;MV-P512MP20328;Landkreis Vorpommern-Greifswald;Berichterstattung & Monitoring;ISGA;;false;false;false;false;false;false;true;true
Gemeinsam digitaler: Vernetzung und Innovation im Gesundheitsamt Siegen-Wittgenstein;Modellprojekt (MP);Nordrhein-Westfalen;Siegen;01.03.2023;31.07.2025;765.000,00;NW-P512MP20329;Kreis Siegen-Wittgenstein;Belehrung, Schuleingangsuntersuchung;;;false;true;true;false;true;true;false;true
Weiterentwicklung des digitalen Reifegrades des Gesundheitsamtes Eichstätt;Modellprojekt (MP);Bayern;Eichstätt;01.08.2023;31.08.2025;691.000,00;BY-P512MP20330;Landratsamt Eichstätt;Berichterstattung & Monitoring;ISGA;;true;true;true;false;true;false;false;true
